id	turn1	turn2	turn3	label
1995	My life has basically been exactly the same as it was before I got married but I just realized that this is my first Christmas season with my actual HUSBAND and I got some serious warm fuzzies.	That's great and all but WHAT DO YOU WANT FOR CHRISTMAS	I actually just came up with something stupid yesterday, I totally want one of those desktop crock pots so I can make soup at my desk.	others
1996	Are you still making your way down to Key West regularly, like you were? I only ask because my job’s taking me back. Thought I’d ask after some good restaurants & things to do other than the standards like Sloppy Joes/snorkling & scuba diving… :)	That would be I bet he could give you some great ideas.	Oof. I’m so sorry. It’s been a long couple years since I’ve talked about it. :/	others
1997	Dinner tonight: a recipe from Nik	Dan this looks so good, thank you!	It’s a fab book, congratulations	others
1998	Tried to make a test gif in CSP - gave up and used Photoshop, but I might be making more progress gifs from now on!	lookin gucci	Can you believe I couldnt get one frame to work in an hour with tutorials in CSP and it took all of a minute in PS. Good thing I kept it	others
1999	That’s the worst	take your pb some socks george	I got him	others
2000	Our 3G data service is returning and we are confident it will be fully restored by 9.30pm this evening. Our technical teams will continue working hard with Ericsson engineers to restore 4G which will bring us back to full network service. More here:	Mine is back up thanks, my phone has missed me lol	Your phone's loss was our gain, Julie - but we'll nobly step aside to avoid a messy confrontation. We'll always have today	others
2001	Are you someone who follows me AND interacts with my posts, likes, retweets or comments regularly? If so, I want to make sure I'm following you back.  Let me know if I'm not please	Me	You aren't following me jean. Shall we follow each other?	others
2002	I appreciate the compliment? I guess?	Would you just answer my fucking question?	Boi you know that I ain't into that shit LOL Puhlease	others
2003	F these neighbors  A party on Thursday?? I'm f****ng working on friday Some people don't have hearts	Mean while you forgetting its December ne ? Any who sleep tyt	I should probably forget ka my work neh?	others
2004	Currently weighing up the pros and cons of selling my digital camera equipment and going fully analogue.	I need my digital stuff for the wildlife but that's it, shoot film almost every day now	I need to re-evaluate the sort of photography I want to do. I've had trouble with my legs and just can't stand for long periods anymore. Think I'm going to give one last try this weekend and see how it goes from there.	others
2005	Why does SoundCloud have a ridiculous amount of ads for no reason	Reason is they gotta make money Chief	But back in the day they didn't care about to money and had no ads now all they have it ads smh	others
2006	I like em forty and sporty, or fifty and thrifty	dude, why.	Lol. I heard it on an IG post. I’ll send you, it’s hilarious	others
2007	Am I too late to the	u can hear my ugly laugh in the background lol	Holy shit you right. Good thing is good laugh bc it’s cute	others
2008	hey I’m starting to get into Anime, pretty sure I’ve seen you tweeting about it a few times- any recommendations for shows to start with? I really enjoyed the 7 Deadly Sins and Yona of the Dawn.	Fullmetal Alchemist Brotherhood is amazing and super accessible on netflix, but you might wanna put it off for a bit because it sets an insanely high bar?	Do I need to see fullmetal alchemist before I watch brotherhood?	others
2009	What in the fuck is this game dood	LMAOOOOO	Fuckin planes dawg get ready for the 9/11 memes in titled fookin towers	others
2010	I've been on a bender, back to that prophetic esplanade	Chooon.	From a great, great record	others
2011	Watched Youtube Rewind. Recognized only 2 youtubers, Ninja and Markiplier. I guess that is more than usual...lol	You dont know tge first dude we see?	Will Smith? He's not really a Youtuber. But I think it was cool to hire him for the video! I really like him!	others
2012	did i get a boyfriend just so i could do this with someone? maybe	I feel rejected	u will forever be the OG	others
2013	"Jetzt aber mal ehrlich, meine Damen. Ihr seid auf einem Businesstrip mit einem Typen, der euch sagt: ""es ist so kalt, eventuell müssen wir uns aneinander wärmen."" Dem schenkt Ihr doch auch ein großes Thermacare Pflaster und ruft seine Mama an, dass sie ihn abholt, oder?"	Nö, dem schenk ich 20 Cent. Für die Parkuhr. Die kann er bezahlen, damit sie sich sein Gesülze anhört.	Atta girl! :-)	others
2014	i think one of my least favourite things about pokemon is the fisher trainers that just have like six magikarps. theyre a waste of time	Free xp!	i could get just as much xp from fighting one wild pokemon instead of having to go through all those magikarp	others
2015	happy to help Simon.. you might want to check your dms	got it! Hope you're well Jeremy	just wanted to explain Simon. hope to do a gig for you soon !	others
2016	I used to live in Oklahoma City for about 6 years. I can tell you, this storm that is about to hit that region would be like an ice storm plus 2 feet of snow in NYC. This storm is very bad news for them.	Oklahoma City?	Yep! Forecasting and tornado chasing. Man, my 20’s were fun. Lol	others
2017	Hannahs wild ride x	Where is MY TAG	YOU CAN'T BE TAGGED IN PHOTOS	others
2018	LMFAO it has more dislikes than likes well oFC since it didn't start with pewds saying year review OR have bts in it. That's what your payola loving ass gets youtube when you delete millions of our views but still have the guts to put a trash ver of idom in it	lmao if it had bts the dislikes would be like 2 mill	And the likes would be over 6mill just like their mv what's your point?	others
2019	Me: Devin I’m sad  : idk let’s go take some vagina classes	Is this what Devin thinks queer women do?	No it’s just what devin does	others
2020	Not surprised	My last year one just popped up in my memories today! What's this year's url?	Here you go!	others
2021	Tell me about it lol I have no one to go with	Damn bitch i died?	LMFAOOO bitch you said you couldn’t do anything in April	others
2022	I should get new glasses for the New Year.	I cannot wait to get new glasses next year	Where do you get yours at?	others
2023	...and yet it will be a year and nine months before the first series starts. I wonder what took so long?	?	The pilot went out on 30th December 1982, series 1 starts on 14th September 1984. Such a massive gap.	others
2024	she’s everything and even more i’d just die for this girl without thinking twice she’s my entire world i Love her so much	this is so cute pls she loves u :(	i love her more:(	others
2025	dunno who tf u and your team think you are but idk why our talking shit, just made me laugh tbh. You’re stuck in public scrims, the game’s been out for like 4 years :(	They in t1?	not him, his team mates, can’t tell if he was talking shit but pretty sure I heard his squeaky voice in there	others
2026	y’all are getting booty tickled over a magazine cover,,, 5sos stans are really bored now	Everyone was fine until c*ll and c*ystal brought it up	hate that for them	others
2027	uggh. I keep sneezing up a storm. How the hell did I get con crud without even going to a con?!?	Must have picked something up from the atmosphere when you breathed it all in over North America eue	that's probably what did it for sure!	others
2028	Your on to something there buddy maybe some jenga n card games	Hey man sounds like a good plan	I’ll bring the jenga you get the henny lol	others
2029	Dear Wonderful Twitterworld! It is our hope tonight to get one more manufacturing, distribution or supply chain follower. This 8999 number is awesome but 9000 would simply make our day.	Congrats for the 9k!	I'm buying! Come to St. Louis!	others
